record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1824,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP740/2025-2026/100352,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Murshidabad village ward 8,,,,2026-08-31,,,,,188100.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,1825,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP847/2025-2026/100353,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 10,2025-09-19,,,,,525000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1826,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP847/2025-2026/100353,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 10,,2025-10-13,,,,,525000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1827,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP847/2025-2026/100353,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 10,,,2026-05-29,,,,,484300.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1828,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP847/2025-2026/100353,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 10,,,,2025-12-21,,,,,242200.0,,,,Payment Released,SHREE GANESH TRADERS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1829,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP847/2025-2026/100353,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 10,,,,2026-02-20,,,,,242100.0,,,,Payment Released,SHREE GANESH TRADERS,,,
Works Recommended,mplads_synthetic_feed.csv,1830,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP241/2025-2026/100354,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Murshidabad village ward 5,2024-07-26,,,,,1604000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1831,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP241/2025-2026/100354,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Murshidabad village ward 5,,2024-08-13,,,,,1604000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1832,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP241/2025-2026/100354,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Murshidabad village ward 5,,,2025-02-17,,,,,1506200.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1833,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP241/2025-2026/100354,,School Boundary Wall Construction,School Boundary Wall Construction at Murshidabad village ward 5,,,,2024-10-11,,,,,502100.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1834,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP241/2025-2026/100354,,School Boundary Wall Construction,School Boundary Wall Construction at Murshidabad village ward 5,,,,2024-11-03,,,,,502100.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1835,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP241/2025-2026/100354,,School Boundary Wall Construction,School Boundary Wall Construction at Murshidabad village ward 5,,,,2025-01-25,,,,,502000.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,1836,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP645/2025-2026/100355,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 14,2024-11-21,,,,,4042000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1837,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP645/2025-2026/100355,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 14,,2024-12-10,,,,,4042000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1838,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP645/2025-2026/100355,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 14,,,2025-09-13,,,,,4040500.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1839,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP645/2025-2026/100355,,Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 14,,,,2025-01-14,,,,,1010100.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1840,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP645/2025-2026/100355,,Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 14,,,,2025-03-08,,,,,1010100.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1841,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP645/2025-2026/100355,,Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 14,,,,2025-05-21,,,,,1010100.0,,,,Payment Released,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1842,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP645/2025-2026/100355,,Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 14,,,,2025-07-18,,,,,1010200.0,,,,Payment Released,BHARAT WORKS & CO,,,
MP Allocated Limit,mplads_synthetic_feed.csv,1843,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,50000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,1844,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100356,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Chennai South village ward 20,2025-01-02,,,,,1238000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1845,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100356,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Chennai South village ward 20,,2025-01-17,,,,,1238000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1846,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100356,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Chennai South village ward 20,,,2026-02-23,,,,,991300.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1847,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100356,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Chennai South village ward 20,,,,2025-04-26,,,,,330400.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1848,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100356,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Chennai South village ward 20,,,,2025-10-03,,,,,330400.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1849,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100356,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Chennai South village ward 20,,,,2026-02-10,,,,,330500.0,,,,Payment Released,NATIONAL INFRA PROJECTS,,,
Works Recommended,mplads_synthetic_feed.csv,1850,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP297/2025-2026/100357,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Chennai South village ward 7,2024-01-16,,,,,408000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1851,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP297/2025-2026/100357,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Chennai South village ward 7,,2024-02-12,,,,,408000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1852,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP297/2025-2026/100357,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Chennai South village ward 7,,,,2024-03-16,,,,,193800.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1853,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP297/2025-2026/100357,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Chennai South village ward 7,,,,2025-08-21,,,,,193800.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,1854,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP804/2025-2026/100358,Bar and Associations,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Chennai South village ward 13,2024-09-09,,,,,266000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1855,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP804/2025-2026/100358,Bar and Associations,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Chennai South village ward 13,,2024-10-16,,,,,266000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1856,Tamil Nadu,Chennai South,Shri ChennaiSouth Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP804/2025-2026/100358,,Furniture Purchase for Advocates Association,Furniture Purchase for Advocates Association at Chennai South village ward 13,,,,2025-11-23,,,,,252700.0,,,,Payment In-Progress,ROYAL SUPPLIERS & CONTRACTORS,,,
MP Allocated Limit,mplads_synthetic_feed.csv,1857,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,50000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,1858,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP633/2025-2026/100359,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Madurai village ward 2,2026-06-17,,,,,355000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1859,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP633/2025-2026/100359,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Madurai village ward 2,,2026-06-29,,,,,355000.0,,,,,Sanction,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1860,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP633/2025-2026/100359,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Madurai village ward 2,,,,2026-07-23,,,,,19100.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1861,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP633/2025-2026/100359,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Madurai village ward 2,,,,2026-08-03,,,,,19100.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,1862,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP550/2025-2026/100360,Education & School Infrastructure,Computer Lab Setup in High School,Installation of High Mast Solar Lights at Gram Panchayat Center,2026-04-27,,,,,1227000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1863,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP550/2025-2026/100360,Education & School Infrastructure,Computer Lab Setup in High School,Installation of High Mast Solar Lights at Gram Panchayat Center,,2026-05-25,,,,,1227000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1864,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP550/2025-2026/100360,,Computer Lab Setup in High School,Installation of High Mast Solar Lights at Gram Panchayat Center,,,,2026-06-27,,,,,160400.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1865,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP550/2025-2026/100360,,Computer Lab Setup in High School,Installation of High Mast Solar Lights at Gram Panchayat Center,,,,2026-07-06,,,,,160400.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1866,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP550/2025-2026/100360,,Computer Lab Setup in High School,Installation of High Mast Solar Lights at Gram Panchayat Center,,,,2026-08-28,,,,,160300.0,,,,Payment In-Progress,SRI BALAJI ENTERPRISES,,,
Works Recommended,mplads_synthetic_feed.csv,1867,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP839/2025-2026/100361,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Madurai village ward 6,2025-08-22,,,,,327000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1868,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP839/2025-2026/100361,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Madurai village ward 6,,2025-10-05,,,,,327000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1869,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP839/2025-2026/100361,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Madurai village ward 6,,,2026-03-19,,,,,303000.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1870,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP839/2025-2026/100361,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Madurai village ward 6,,,,2025-10-16,,,,,151500.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1871,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP839/2025-2026/100361,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Madurai village ward 6,,,,2026-01-27,,,,,151500.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,1872,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP835/2025-2026/100362,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Madurai village ward 13,2025-12-24,,,,,1265000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1873,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP835/2025-2026/100362,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Madurai village ward 13,,2026-01-31,,,,,1265000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1874,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP835/2025-2026/100362,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Madurai village ward 13,,,,2026-03-20,,,,,283300.0,,,,Payment In-Progress,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1875,Tamil Nadu,Madurai,Shri Madurai Representative,Lok Sabha,TAMIL NADU DISTRICT MAGISTRATE IDA,WS/MP835/2025-2026/100362,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Madurai village ward 13,,,,2026-06-21,,,,,283300.0,,,,Payment In-Progress,NEW TECH SOLAR SOLUTIONS,,,
